X1,X2,X3,X4,X5,X6,X7,X8
03856KHSV,2021-03-01T14:27:00Z,0.199,N,177,3,177,4
03856KHSV,2021-03-01T14:28:00Z,0.207,N,176,4,176,4
03856KHSV,2021-03-01T14:29:00Z,0.203,N,175,4,175,5
03856KHSV,2021-03-01T14:30:00Z,0.193,N,176,4,179,5
03856KHSV,2021-03-01T14:31:00Z,0.187,N,176,4,178,4
03856KHSV,2021-03-01T14:32:00Z,0.194,N,175,4,178,4
03856KHSV,2021-03-01T14:33:00Z,0.196,N,173,3,173,3
03856KHSV,2021-03-01T14:34:00Z,0.189,N,173,2,186,2
03856KHSV,2021-03-01T14:35:00Z,0.178,N,172,1,171,2
03856KHSV,2021-03-01T14:36:00Z,0.169,N,163,2,153,2
03856KHSV,2021-03-01T14:37:00Z,0.162,N,155,2,152,3
03856KHSV,2021-03-01T14:38:00Z,0.152,N,154,3,158,4
03856KHSV,2021-03-01T14:39:00Z,0.145,N,159,4,163,4
03856KHSV,2021-03-01T14:40:00Z,0.148,N,163,4,168,5
03856KHSV,2021-03-01T14:41:00Z,0.149,N,166,5,169,5
03856KHSV,2021-03-01T14:42:00Z,0.153,N,169,5,172,5
03856KHSV,2021-03-01T14:43:00Z,0.159,N,172,5,173,5
03856KHSV,2021-03-01T14:44:00Z,0.146,N,172,5,170,5
03856KHSV,2021-03-01T14:45:00Z,0.144,N,168,4,167,5
03856KHSV,2021-03-01T14:46:00Z,0.154,N,167,4,168,5
03856KHSV,2021-03-01T14:47:00Z,0.164,D,168,4,173,5
03856KHSV,2021-03-01T14:48:00Z,0.176,D,171,4,173,5
03856KHSV,2021-03-01T14:49:00Z,0.182,D,175,4,178,5
03856KHSV,2021-03-01T14:50:00Z,0.188,D,177,4,177,5
03856KHSV,2021-03-01T14:51:00Z,0.181,D,174,4,177,5
03856KHSV,2021-03-01T14:52:00Z,0.194,D,169,4,166,5
03856KHSV,2021-03-01T14:53:00Z,0.203,D,165,4,164,5
03856KHSV,2021-03-01T14:54:00Z,0.2,D,166,4,166,5
03856KHSV,2021-03-01T14:55:00Z,0.202,D,170,4,175,5
03856KHSV,2021-03-01T14:56:00Z,0.211,D,173,4,175,5
03856KHSV,2021-03-01T14:57:00Z,0.199,D,174,4,172,5
03856KHSV,2021-03-01T14:58:00Z,0.201,D,174,4,176,4
03856KHSV,2021-03-01T14:59:00Z,0.205,D,176,3,177,4
03856KHSV,2021-03-01T15:00:00Z,0.197,D,179,4,181,4
03856KHSV,2021-03-01T15:01:00Z,0.188,D,181,4,183,4
03856KHSV,2021-03-01T15:02:00Z,0.184,D,185,3,184,4
03856KHSV,2021-03-01T15:03:00Z,0.18,D,188,3,191,4
03856KHSV,2021-03-01T15:04:00Z,0.191,D,187,3,183,3
03856KHSV,2021-03-01T15:05:00Z,0.189,D,187,3,183,3
03856KHSV,2021-03-01T15:06:00Z,0.19,D,189,3,195,3
03856KHSV,2021-03-01T15:07:00Z,0.205,D,192,3,193,4
03856KHSV,2021-03-01T15:08:00Z,0.207,D,196,3,193,4
03856KHSV,2021-03-01T15:09:00Z,0.204,D,197,4,196,5
03856KHSV,2021-03-01T15:10:00Z,0.193,D,198,4,201,5
03856KHSV,2021-03-01T15:11:00Z,0.17,D,195,4,193,5
03856KHSV,2021-03-01T15:12:00Z,0.148,D,194,4,194,6
03856KHSV,2021-03-01T15:13:00Z,0.145,D,195,4,203,4
03856KHSV,2021-03-01T15:14:00Z,0.148,D,194,4,199,5
03856KHSV,2021-03-01T15:15:00Z,0.14,D,193,5,198,6
03856KHSV,2021-03-01T15:16:00Z,0.15,D,194,5,193,5
03856KHSV,2021-03-01T15:17:00Z,0.156,D,192,4,190,5
03856KHSV,2021-03-01T15:18:00Z,0.167,D,191,4,185,5
03856KHSV,2021-03-01T15:19:00Z,0.169,D,190,5,187,6
03856KHSV,2021-03-01T15:20:00Z,0.172,D,189,5,185,5
03856KHSV,2021-03-01T15:21:00Z,0.176,D,187,4,192,5
03856KHSV,2021-03-01T15:22:00Z,0.179,D,189,4,197,4
03856KHSV,2021-03-01T15:23:00Z,0.194,D,194,3,190,4
03856KHSV,2021-03-01T15:24:00Z,0.197,D,207,2,217,2
03856KHSV,2021-03-01T15:25:00Z,0.297,D,223,1,234,2
03856KHSV,2021-03-01T15:26:00Z,0.34,D,245,1,275,2
03856KHSV,2021-03-01T15:27:00Z,0.331,D,266,2,282,3
03856KHSV,2021-03-01T15:28:00Z,0.282,D,277,2,288,3
03856KHSV,2021-03-01T15:29:00Z,0.267,D,288,2,301,3
03856KHSV,2021-03-01T15:30:00Z,0.258,D,292,3,300,3
03856KHSV,2021-03-01T15:31:00Z,0.261,D,295,3,290,4
03856KHSV,2021-03-01T15:32:00Z,0.274,D,299,3,295,4
03856KHSV,2021-03-01T15:33:00Z,0.245,D,300,4,299,4
03856KHSV,2021-03-01T15:34:00Z,0.224,D,302,4,292,5
03856KHSV,2021-03-01T15:35:00Z,0.198,D,302,4,300,5
03856KHSV,2021-03-01T15:36:00Z,0.201,D,298,4,308,4
03856KHSV,2021-03-01T15:37:00Z,0.229,D,292,3,298,4
03856KHSV,2021-03-01T15:38:00Z,0.203,D,289,3,284,3
03856KHSV,2021-03-01T15:39:00Z,0.211,D,289,2,279,3
03856KHSV,2021-03-01T15:40:00Z,0.214,D,279,2,262,3
03856KHSV,2021-03-01T15:41:00Z,0.204,D,267,2,252,3
03856KHSV,2021-03-01T15:42:00Z,0.206,D,263,2,270,2
03856KHSV,2021-03-01T15:43:00Z,0.228,D,255,1,235,1
03856KHSV,2021-03-01T15:44:00Z,0.219,D,233,1,256,1
03856KHSV,2021-03-01T15:45:00Z,0.22,D,307,1,28,1
03856KHSV,2021-03-01T15:46:00Z,0.215,D,27,1,21,1
03856KHSV,2021-03-01T15:47:00Z,0.198,D,26,1,49,1
03856KHSV,2021-03-01T15:48:00Z,0.191,D,9,0,245,1
03856KHSV,2021-03-01T15:49:00Z,0.179,D,332,0,328,1
03856KHSV,2021-03-01T15:50:00Z,0.167,D,317,1,308,1
03856KHSV,2021-03-01T15:51:00Z,0.164,D,309,1,302,1
03856KHSV,2021-03-01T15:52:00Z,0.157,D,300,1,304,2
03856KHSV,2021-03-01T15:53:00Z,0.16,D,305,2,317,3
03856KHSV,2021-03-01T15:54:00Z,0.157,D,315,2,320,3
03856KHSV,2021-03-01T15:55:00Z,0.157,D,318,3,318,3
03856KHSV,2021-03-01T15:56:00Z,0.152,D,318,3,316,3
03856KHSV,2021-03-01T15:57:00Z,0.143,D,317,3,315,3
03856KHSV,2021-03-01T15:58:00Z,0.128,D,315,2,320,3
03856KHSV,2021-03-01T15:59:00Z,0.136,D,311,2,311,2
03856KHSV,2021-03-01T16:00:00Z,0.127,D,303,2,303,2
03856KHSV,2021-03-01T16:01:00Z,0.122,D,288,1,290,1
03856KHSV,2021-03-01T16:02:00Z,0.134,D,278,1,266,1
03856KHSV,2021-03-01T16:03:00Z,0.149,D,260,1,224,1
03856KHSV,2021-03-01T16:04:00Z,0.142,D,227,1,209,1
03856KHSV,2021-03-01T16:05:00Z,0.141,D,216,1,218,2
03856KHSV,2021-03-01T16:06:00Z,0.134,D,220,2,219,2
03856KHSV,2021-03-01T16:07:00Z,0.127,D,223,2,229,2
03856KHSV,2021-03-01T16:08:00Z,0.136,D,227,2,226,2
03856KHSV,2021-03-01T16:09:00Z,0.126,D,232,2,223,2
03856KHSV,2021-03-01T16:10:00Z,0.126,D,249,1,272,2
03856KHSV,2021-03-01T16:11:00Z,0.118,D,276,2,296,2
03856KHSV,2021-03-01T16:12:00Z,0.113,D,296,2,298,3
03856KHSV,2021-03-01T16:13:00Z,0.12,D,303,3,294,3
03856KHSV,2021-03-01T16:14:00Z,0.154,D,301,3,302,3
03856KHSV,2021-03-01T16:15:00Z,0.178,D,303,3,308,3
03856KHSV,2021-03-01T16:16:00Z,0.227,D,307,3,313,3
03856KHSV,2021-03-01T16:17:00Z,0.214,D,311,3,312,5
03856KHSV,2021-03-01T16:18:00Z,0.203,D,313,4,316,4
03856KHSV,2021-03-01T16:19:00Z,0.207,D,313,4,314,5
03856KHSV,2021-03-01T16:20:00Z,0.232,D,312,4,313,4
03856KHSV,2021-03-01T16:21:00Z,0.205,D,315,3,310,3
03856KHSV,2021-03-01T16:22:00Z,0.206,D,333,2,6,2
03856KHSV,2021-03-01T16:23:00Z,0.179,D,360,2,17,2
03856KHSV,2021-03-01T16:24:00Z,0.188,D,18,2,26,2
03856KHSV,2021-03-01T16:25:00Z,0.182,D,39,2,71,3
03856KHSV,2021-03-01T16:26:00Z,0.198,D,69,3,86,4
03856KHSV,2021-03-01T16:27:00Z,0.187,D,87,4,96,5
03856KHSV,2021-03-01T16:28:00Z,0.211,D,94,5,97,5
03856KHSV,2021-03-01T16:29:00Z,0.213,D,98,5,104,5
03856KHSV,2021-03-01T16:30:00Z,0.209,D,103,5,110,5
03856KHSV,2021-03-01T16:31:00Z,0.224,D,106,4,102,4
03856KHSV,2021-03-01T16:32:00Z,0.223,D,105,4,105,4
03856KHSV,2021-03-01T16:33:00Z,0.21,D,104,4,102,4
03856KHSV,2021-03-01T16:34:00Z,0.185,D,102,3,101,4
03856KHSV,2021-03-01T16:35:00Z,0.156,D,98,3,97,4
03856KHSV,2021-03-01T16:36:00Z,0.133,D,95,3,92,4
03856KHSV,2021-03-01T16:37:00Z,0.118,D,89,3,78,4
03856KHSV,2021-03-01T16:38:00Z,0.117,D,75,4,49,5
03856KHSV,2021-03-01T16:39:00Z,0.121,D,55,4,36,6
03856KHSV,2021-03-01T16:40:00Z,0.13,D,37,6,23,11
03856KHSV,2021-03-01T16:41:00Z,0.088,D,29,10,30,16
03856KHSV,2021-03-01T16:42:00Z,0.069,D,33,13,40,16
03856KHSV,2021-03-01T16:43:00Z,0.065,D,40,12,34,13
03856KHSV,2021-03-01T16:44:00Z,0.066,D,43,11,42,12
03856KHSV,2021-03-01T16:45:00Z,0.06,D,42,11,34,13
03856KHSV,2021-03-01T16:46:00Z,0.064,D,42,12,44,13
03856KHSV,2021-03-01T16:47:00Z,0.069,D,40,13,42,15
03856KHSV,2021-03-01T16:48:00Z,0.066,D,41,13,43,16
03856KHSV,2021-03-01T16:49:00Z,0.064,D,44,12,37,14
03856KHSV,2021-03-01T16:50:00Z,0.065,D,46,12,51,14
03856KHSV,2021-03-01T16:51:00Z,0.065,D,48,13,50,14
03856KHSV,2021-03-01T16:52:00Z,0.07,D,49,13,49,15
03856KHSV,2021-03-01T16:53:00Z,0.069,D,50,13,52,16
03856KHSV,2021-03-01T16:54:00Z,0.069,D,53,12,55,13
03856KHSV,2021-03-01T16:55:00Z,0.067,D,56,11,58,13
03856KHSV,2021-03-01T16:56:00Z,0.07,D,59,11,53,14
03856KHSV,2021-03-01T16:57:00Z,0.068,D,58,11,47,13
03856KHSV,2021-03-01T16:58:00Z,0.068,D,56,10,61,11
03856KHSV,2021-03-01T16:59:00Z,0.066,D,52,9,42,10
03856KHSV,2021-03-01T17:00:00Z,0.066,D,47,9,52,12
03856KHSV,2021-03-01T17:01:00Z,0.065,D,43,10,59,12
03856KHSV,2021-03-01T17:02:00Z,0.063,D,30,10,14,14
03856KHSV,2021-03-01T17:03:00Z,0.062,D,16,12,13,15
03856KHSV,2021-03-01T17:04:00Z,0.058,D,8,12,3,14
03856KHSV,2021-03-01T17:05:00Z,0.059,D,9,11,14,14
03856KHSV,2021-03-01T17:06:00Z,0.059,D,5,11,13,16
03856KHSV,2021-03-01T17:07:00Z,0.06,D,355,11,359,13
03856KHSV,2021-03-01T17:08:00Z,0.06,D,348,11,357,14
03856KHSV,2021-03-01T17:09:00Z,0.061,D,345,12,347,15
03856KHSV,2021-03-01T17:10:00Z,0.064,D,344,11,356,13
03856KHSV,2021-03-01T17:11:00Z,0.066,D,343,10,351,13
03856KHSV,2021-03-01T17:12:00Z,0.064,D,344,13,349,19
03856KHSV,2021-03-01T17:13:00Z,0.063,D,347,13,359,15
03856KHSV,2021-03-01T17:14:00Z,0.066,D,343,11,328,13
03856KHSV,2021-03-01T17:15:00Z,0.061,D,342,10,336,13
03856KHSV,2021-03-01T17:16:00Z,0.06,D,344,10,337,15
03856KHSV,2021-03-01T17:17:00Z,0.06,D,348,13,357,17
03856KHSV,2021-03-01T17:18:00Z,0.059,D,355,14,347,15
03856KHSV,2021-03-01T17:19:00Z,0.058,D,355,12,353,13
03856KHSV,2021-03-01T17:20:00Z,0.06,D,355,11,346,13
03856KHSV,2021-03-01T17:21:00Z,0.064,D,353,11,352,13
03856KHSV,2021-03-01T17:22:00Z,0.062,D,350,10,356,12
03856KHSV,2021-03-01T17:23:00Z,0.064,D,353,9,0,11
03856KHSV,2021-03-01T17:24:00Z,0.065,D,354,10,343,14
03856KHSV,2021-03-01T17:25:00Z,0.06,D,351,12,348,15
03856KHSV,2021-03-01T17:26:00Z,0.059,D,357,13,19,15
03856KHSV,2021-03-01T17:27:00Z,0.058,D,7,12,17,15
03856KHSV,2021-03-01T17:28:00Z,0.06,D,11,10,4,12
03856KHSV,2021-03-01T17:29:00Z,0.061,D,7,9,7,11
03856KHSV,2021-03-01T17:30:00Z,0.061,D,360,7,11,7
03856KHSV,2021-03-01T17:31:00Z,0.06,D,3,6,18,8
03856KHSV,2021-03-01T17:32:00Z,0.058,D,17,8,11,12
03856KHSV,2021-03-01T17:33:00Z,0.059,D,24,9,25,9
03856KHSV,2021-03-01T17:34:00Z,0.061,D,29,7,27,8
03856KHSV,2021-03-01T17:35:00Z,0.063,D,47,6,69,7
03856KHSV,2021-03-01T17:36:00Z,0.061,D,54,5,25,8
03856KHSV,2021-03-01T17:37:00Z,0.064,D,39,6,31,7
03856KHSV,2021-03-01T17:38:00Z,0.063,D,27,5,29,6
03856KHSV,2021-03-01T17:39:00Z,0.063,D,24,4,18,4
03856KHSV,2021-03-01T17:40:00Z,0.06,D,31,4,39,6
03856KHSV,2021-03-01T17:41:00Z,0.058,D,34,4,27,5
03856KHSV,2021-03-01T17:42:00Z,0.062,D,22,4,358,6
03856KHSV,2021-03-01T17:43:00Z,0.061,D,359,6,349,9
03856KHSV,2021-03-01T17:44:00Z,0.062,D,340,8,330,10
03856KHSV,2021-03-01T17:45:00Z,0.063,D,330,8,329,10
03856KHSV,2021-03-01T17:46:00Z,0.064,D,329,7,323,9
03856KHSV,2021-03-01T17:47:00Z,0.062,D,333,7,317,9
03856KHSV,2021-03-01T17:48:00Z,0.064,D,333,8,319,10
03856KHSV,2021-03-01T17:49:00Z,0.062,D,329,8,327,10
03856KHSV,2021-03-01T17:50:00Z,0.066,D,329,8,327,10
03856KHSV,2021-03-01T17:51:00Z,0.066,D,339,9,340,11
03856KHSV,2021-03-01T17:52:00Z,0.063,D,342,9,342,11
03856KHSV,2021-03-01T17:53:00Z,0.064,D,339,8,328,10
03856KHSV,2021-03-01T17:54:00Z,0.065,D,341,8,346,10
03856KHSV,2021-03-01T17:55:00Z,0.064,D,343,9,351,11
03856KHSV,2021-03-01T17:56:00Z,0.063,D,347,8,1,8
03856KHSV,2021-03-01T17:57:00Z,0.064,D,344,7,337,10
03856KHSV,2021-03-01T17:58:00Z,0.062,D,339,8,347,10
03856KHSV,2021-03-01T17:59:00Z,0.062,D,342,8,353,11
03856KHSV,2021-03-01T18:00:00Z,0.061,D,349,8,355,10
03856KHSV,2021-03-01T18:01:00Z,0.065,D,353,8,341,11
03856KHSV,2021-03-01T18:02:00Z,0.065,D,350,10,344,13
03856KHSV,2021-03-01T18:03:00Z,0.064,D,351,12,355,16
03856KHSV,2021-03-01T18:04:00Z,0.064,D,354,11,357,13
03856KHSV,2021-03-01T18:05:00Z,0.065,D,354,7,339,6
03856KHSV,2021-03-01T18:06:00Z,0.065,D,8,5,21,8
03856KHSV,2021-03-01T18:07:00Z,0.06,D,21,6,21,8
03856KHSV,2021-03-01T18:08:00Z,0.061,D,7,7,359,8
03856KHSV,2021-03-01T18:09:00Z,0.061,D,349,8,346,10
03856KHSV,2021-03-01T18:10:00Z,0.062,D,340,9,333,12
03856KHSV,2021-03-01T18:11:00Z,0.059,D,347,9,342,13
03856KHSV,2021-03-01T18:12:00Z,0.06,D,4,8,38,8
03856KHSV,2021-03-01T18:13:00Z,0.059,D,10,7,4,10
03856KHSV,2021-03-01T18:14:00Z,0.059,D,1,9,349,11
03856KHSV,2021-03-01T18:15:00Z,0.061,D,346,10,353,11
03856KHSV,2021-03-01T18:16:00Z,0.06,D,335,8,329,10
03856KHSV,2021-03-01T18:17:00Z,0.061,D,338,7,332,9
03856KHSV,2021-03-01T18:18:00Z,0.059,D,348,7,357,9
03856KHSV,2021-03-01T18:19:00Z,0.055,D,349,9,333,13
03856KHSV,2021-03-01T18:20:00Z,0.057,D,347,10,347,14
03856KHSV,2021-03-01T18:21:00Z,0.062,D,344,10,346,12
03856KHSV,2021-03-01T18:22:00Z,0.062,D,339,9,341,10
03856KHSV,2021-03-01T18:23:00Z,0.061,D,352,6,349,7
03856KHSV,2021-03-01T18:24:00Z,0.061,D,12,5,14,6
03856KHSV,2021-03-01T18:25:00Z,0.064,D,36,4,77,5
03856KHSV,2021-03-01T18:26:00Z,0.067,D,48,5,35,7
03856KHSV,2021-03-01T18:27:00Z,0.073,D,41,6,35,8
03856KHSV,2021-03-01T18:28:00Z,0.07,D,37,7,32,10
03856KHSV,2021-03-01T18:29:00Z,0.067,D,28,7,30,10
03856KHSV,2021-03-01T18:30:00Z,0.062,D,11,7,350,9
03856KHSV,2021-03-01T18:31:00Z,0.061,D,355,8,348,10
03856KHSV,2021-03-01T18:32:00Z,0.062,D,343,9,329,11
03856KHSV,2021-03-01T18:33:00Z,0.061,D,332,9,327,11
03856KHSV,2021-03-01T18:34:00Z,0.062,D,329,10,331,12
03856KHSV,2021-03-01T18:35:00Z,0.062,D,334,11,337,13
03856KHSV,2021-03-01T18:36:00Z,0.06,D,341,9,331,11
03856KHSV,2021-03-01T18:37:00Z,0.06,D,347,8,351,11
03856KHSV,2021-03-01T18:38:00Z,0.058,D,345,9,329,13
03856KHSV,2021-03-01T18:39:00Z,0.057,D,340,12,335,17
03856KHSV,2021-03-01T18:40:00Z,0.057,D,341,14,334,17
03856KHSV,2021-03-01T18:41:00Z,0.056,D,340,13,345,16
03856KHSV,2021-03-01T18:42:00Z,0.054,D,345,12,351,15
03856KHSV,2021-03-01T18:43:00Z,0.057,D,353,13,359,17
03856KHSV,2021-03-01T18:44:00Z,0.057,D,358,13,9,15
03856KHSV,2021-03-01T18:45:00Z,0.057,D,3,13,15,18
03856KHSV,2021-03-01T18:46:00Z,0.054,D,4,14,2,17
03856KHSV,2021-03-01T18:47:00Z,0.056,D,5,14,7,16
03856KHSV,2021-03-01T18:48:00Z,0.056,D,2,13,1,16
03856KHSV,2021-03-01T18:49:00Z,0.058,D,1,12,5,13
03856KHSV,2021-03-01T18:50:00Z,0.057,D,3,11,12,14
03856KHSV,2021-03-01T18:51:00Z,0.057,D,1,11,349,12
03856KHSV,2021-03-01T18:52:00Z,0.059,D,1,10,5,14
03856KHSV,2021-03-01T18:53:00Z,0.059,D,359,11,355,14
03856KHSV,2021-03-01T18:54:00Z,0.06,D,356,12,355,14
03856KHSV,2021-03-01T18:55:00Z,0.058,D,351,12,0,14
03856KHSV,2021-03-01T18:56:00Z,0.059,D,342,10,343,13
03856KHSV,2021-03-01T18:57:00Z,0.059,D,342,9,350,12
03856KHSV,2021-03-01T18:58:00Z,0.059,D,356,10,3,13
03856KHSV,2021-03-01T18:59:00Z,0.059,D,2,11,12,13
03856KHSV,2021-03-01T19:00:00Z,0.059,D,2,10,357,13
03856KHSV,2021-03-01T19:01:00Z,0.06,D,352,10,342,11
03856KHSV,2021-03-01T19:02:00Z,0.062,D,343,9,337,11
03856KHSV,2021-03-01T19:03:00Z,0.063,D,344,8,341,10
03856KHSV,2021-03-01T19:04:00Z,0.062,D,349,8,352,8
03856KHSV,2021-03-01T19:05:00Z,0.063,D,353,9,0,15
03856KHSV,2021-03-01T19:06:00Z,0.066,D,350,10,344,12
03856KHSV,2021-03-01T19:07:00Z,0.067,D,340,9,325,12
03856KHSV,2021-03-01T19:08:00Z,0.067,D,340,7,340,8
03856KHSV,2021-03-01T19:09:00Z,0.07,D,350,5,356,6
03856KHSV,2021-03-01T19:10:00Z,0.07,D,347,5,343,9
03856KHSV,2021-03-01T19:11:00Z,0.072,D,341,7,338,9
03856KHSV,2021-03-01T19:12:00Z,0.075,D,344,8,338,9
03856KHSV,2021-03-01T19:13:00Z,0.073,D,344,9,339,11
03856KHSV,2021-03-01T19:14:00Z,0.071,D,343,10,348,12
03856KHSV,2021-03-01T19:15:00Z,0.069,D,342,9,344,13
03856KHSV,2021-03-01T19:16:00Z,0.07,D,353,8,0,9
03856KHSV,2021-03-01T19:17:00Z,0.072,D,12,6,33,6
03856KHSV,2021-03-01T19:18:00Z,0.072,D,33,6,31,9
03856KHSV,2021-03-01T19:19:00Z,0.074,D,45,7,30,8
03856KHSV,2021-03-01T19:20:00Z,0.07,D,31,6,13,6
03856KHSV,2021-03-01T19:21:00Z,0.066,D,10,6,357,9
03856KHSV,2021-03-01T19:22:00Z,0.071,D,359,9,357,13
03856KHSV,2021-03-01T19:23:00Z,0.072,D,354,12,356,16
03856KHSV,2021-03-01T19:24:00Z,0.071,D,355,13,353,15
03856KHSV,2021-03-01T19:25:00Z,0.071,D,2,11,11,13
03856KHSV,2021-03-01T19:26:00Z,0.07,D,5,11,8,14
03856KHSV,2021-03-01T19:27:00Z,0.069,D,4,11,6,12
03856KHSV,2021-03-01T19:28:00Z,0.064,D,359,10,335,11
03856KHSV,2021-03-01T19:29:00Z,0.064,D,348,12,340,17
03856KHSV,2021-03-01T19:30:00Z,0.062,D,339,14,338,17
03856KHSV,2021-03-01T19:31:00Z,0.061,D,340,14,336,22
03856KHSV,2021-03-01T19:32:00Z,0.066,D,343,12,348,13
03856KHSV,2021-03-01T19:33:00Z,0.063,D,349,9,11,12
03856KHSV,2021-03-01T19:34:00Z,0.065,D,360,10,8,14
03856KHSV,2021-03-01T19:35:00Z,0.063,D,4,12,5,15
03856KHSV,2021-03-01T19:36:00Z,0.061,D,3,11,3,12
03856KHSV,2021-03-01T19:37:00Z,0.063,D,6,10,2,12
03856KHSV,2021-03-01T19:38:00Z,0.061,D,15,10,22,14
03856KHSV,2021-03-01T19:39:00Z,0.062,D,15,11,13,14
03856KHSV,2021-03-01T19:40:00Z,0.064,D,354,12,329,16
03856KHSV,2021-03-01T19:41:00Z,0.063,D,340,14,347,19
03856KHSV,2021-03-01T19:42:00Z,0.061,D,340,15,357,18
03856KHSV,2021-03-01T19:43:00Z,0.06,D,341,15,345,18
03856KHSV,2021-03-01T19:44:00Z,0.06,D,342,16,342,20
03856KHSV,2021-03-01T19:45:00Z,0.06,D,343,15,342,20
03856KHSV,2021-03-01T19:46:00Z,0.059,D,348,15,0,19
03856KHSV,2021-03-01T19:47:00Z,0.061,D,356,14,356,17
03856KHSV,2021-03-01T19:48:00Z,0.061,D,359,15,355,20
03856KHSV,2021-03-01T19:49:00Z,0.06,D,352,16,357,20
03856KHSV,2021-03-01T19:50:00Z,0.06,D,350,15,357,18
03856KHSV,2021-03-01T19:51:00Z,0.058,D,352,14,349,16
03856KHSV,2021-03-01T19:52:00Z,0.058,D,346,13,337,17
03856KHSV,2021-03-01T19:53:00Z,0.059,D,349,14,354,17
03856KHSV,2021-03-01T19:54:00Z,0.059,D,358,12,9,14
03856KHSV,2021-03-01T19:55:00Z,0.059,D,353,11,343,14
03856KHSV,2021-03-01T19:56:00Z,0.058,D,346,12,343,16
03856KHSV,2021-03-01T19:57:00Z,0.059,D,349,12,347,16
03856KHSV,2021-03-01T19:58:00Z,0.058,D,353,11,355,14
03856KHSV,2021-03-01T19:59:00Z,0.058,D,359,10,355,12
03856KHSV,2021-03-01T20:00:00Z,0.059,D,10,10,12,13
03856KHSV,2021-03-01T20:01:00Z,0.059,D,19,10,25,12
03856KHSV,2021-03-01T20:02:00Z,0.059,D,14,10,16,12
03856KHSV,2021-03-01T20:03:00Z,0.066,D,8,10,17,12
03856KHSV,2021-03-01T20:04:00Z,0.072,D,359,10,341,14
03856KHSV,2021-03-01T20:05:00Z,0.068,D,349,12,345,17
03856KHSV,2021-03-01T20:06:00Z,0.065,D,348,14,349,18
03856KHSV,2021-03-01T20:07:00Z,0.066,D,349,13,346,15
03856KHSV,2021-03-01T20:08:00Z,0.068,D,360,10,357,14
03856KHSV,2021-03-01T20:09:00Z,0.067,D,14,8,17,9
03856KHSV,2021-03-01T20:10:00Z,0.067,D,24,7,31,9
03856KHSV,2021-03-01T20:11:00Z,0.068,D,23,8,5,12
03856KHSV,2021-03-01T20:12:00Z,0.066,D,3,11,342,14
03856KHSV,2021-03-01T20:13:00Z,0.063,D,342,13,326,15
03856KHSV,2021-03-01T20:14:00Z,0.063,D,337,13,338,17
03856KHSV,2021-03-01T20:15:00Z,0.068,D,344,11,348,15
03856KHSV,2021-03-01T20:16:00Z,0.07,D,3,7,344,9
03856KHSV,2021-03-01T20:17:00Z,0.069,D,19,6,6,12
03856KHSV,2021-03-01T20:18:00Z,0.066,D,7,9,350,13
03856KHSV,2021-03-01T20:19:00Z,0.066,D,344,11,340,14
03856KHSV,2021-03-01T20:20:00Z,0.062,D,335,12,334,14
03856KHSV,2021-03-01T20:21:00Z,0.063,D,336,11,338,13
03856KHSV,2021-03-01T20:22:00Z,0.063,D,342,8,337,9
03856KHSV,2021-03-01T20:23:00Z,0.063,D,342,7,343,11
03856KHSV,2021-03-01T20:24:00Z,0.062,D,344,7,347,9
03856KHSV,2021-03-01T20:25:00Z,0.063,D,350,8,352,10
03856KHSV,2021-03-01T20:26:00Z,0.061,D,346,8,336,11
03856KHSV,2021-03-01T20:27:00Z,0.063,D,352,9,357,11
03856KHSV,2021-03-01T20:28:00Z,0.063,D,3,8,4,9
03856KHSV,2021-03-01T20:29:00Z,0.062,D,18,6,25,8
03856KHSV,2021-03-01T20:30:00Z,0.061,D,24,6,15,8
03856KHSV,2021-03-01T20:31:00Z,0.062,D,14,7,19,10
03856KHSV,2021-03-01T20:32:00Z,0.062,D,25,8,35,9
03856KHSV,2021-03-01T20:33:00Z,0.061,D,42,7,44,7
03856KHSV,2021-03-01T20:34:00Z,0.059,D,37,6,23,7
03856KHSV,2021-03-01T20:35:00Z,0.058,D,19,6,4,8
03856KHSV,2021-03-01T20:36:00Z,0.06,D,360,8,348,10
03856KHSV,2021-03-01T20:37:00Z,0.061,D,350,8,347,10
03856KHSV,2021-03-01T20:38:00Z,0.061,D,347,7,359,8
03856KHSV,2021-03-01T20:39:00Z,0.059,D,352,7,359,10
03856KHSV,2021-03-01T20:40:00Z,0.061,D,358,8,354,9
03856KHSV,2021-03-01T20:41:00Z,0.059,D,3,7,2,9
03856KHSV,2021-03-01T20:42:00Z,0.062,D,20,7,33,10
03856KHSV,2021-03-01T20:43:00Z,0.057,D,29,8,35,11
03856KHSV,2021-03-01T20:44:00Z,0.055,D,31,9,40,10
03856KHSV,2021-03-01T20:45:00Z,0.056,D,23,9,7,12
03856KHSV,2021-03-01T20:46:00Z,0.056,D,6,10,2,13
03856KHSV,2021-03-01T20:47:00Z,0.053,D,357,11,352,15
03856KHSV,2021-03-01T20:48:00Z,0.055,D,353,10,345,11
03856KHSV,2021-03-01T20:49:00Z,0.055,D,354,8,357,13
03856KHSV,2021-03-01T20:50:00Z,0.054,D,1,9,1,11
03856KHSV,2021-03-01T20:51:00Z,0.054,D,3,10,0,13
03856KHSV,2021-03-01T20:52:00Z,0.056,D,8,9,5,10
03856KHSV,2021-03-01T20:53:00Z,0.058,D,1,9,3,12
03856KHSV,2021-03-01T20:54:00Z,0.056,D,352,10,357,12
