aircraft,aircraft_code,engine,power_code,description,power_1,unit_1,power_2,unit_2,power_3,unit_3,interpolation,operation_type
F-111A&E,M05201,TF30-P-3,RM0520102F,MAX PWR ZONE 3 A/B,95.00,% NC,2.25,EPR,28100.00,LBS/HR,FIXED,STATIC
F-111A&E,M05201,TF30-P-3,RM0520104V,MIL PWR,95.00,% NC,2.21,EPR,8100.00,LBS/HR,VARIABLE,STATIC
F-111A&E,M05201,TF30-P-3,RM0520113V,IDLE,65.00,% NC,1.04,EPR,1000.00,LBS/HR,VARIABLE,STATIC
F-111A&E,M05201,TF30-P-3,RM0520118V,85 % RPM ENG RUNUP,85.00,% NC,1.63,EPR,4200.00,LBS/HR,VARIABLE,STATIC
F-111A&E,M05201,TF30-P-3,RM0520119V,80 % RPM ENG RUNUP,80.00,% NC,1.44,EPR,2650.00,LBS/HR,VARIABLE,STATIC
F-111D,M05202,TF30-P-9,RM0520202F,MAX PWR ZONE 3 A/B,95.00,% NC,"","","","",FIXED,STATIC
F-111D,M05202,TF30-P-9,RM0520204V,MIL PWR,95.00,% NC,"","","","",VARIABLE,STATIC
F-111D,M05202,TF30-P-9,RM0520213V,IDLE,65.00,% NC,"","","","",VARIABLE,STATIC
F-111D,M05202,TF30-P-9,RM0520218V,85 % RPM ENG RUNUP,85.00,% NC,"","","","",VARIABLE,STATIC
F-111D,M05202,TF30-P-9,RM0520219V,80 % RPM ENG RUNUP,80.00,% NC,"","","","",VARIABLE,STATIC
F-111F,M05203,TF30-P-100,RM0520302F,MAX PWR ZONE 3 A/B,95.00,% NC,2.25,EPR,28100.00,LBS/HR,FIXED,STATIC
F-111F,M05203,TF30-P-100,RM0520304V,MIL PWR,95.00,% NC,2.21,EPR,8100.00,LBS/HR,VARIABLE,STATIC
F-111F,M05203,TF30-P-100,RM0520313V,IDLE,65.00,% NC,1.04,EPR,1000.00,LBS/HR,VARIABLE,STATIC
F-111F,M05203,TF30-P-100,RM0520318V,85 % RPM ENG RUNUP,85.00,% NC,1.63,EPR,4200.00,LBS/HR,VARIABLE,STATIC
F-111F,M05203,TF30-P-100,RM0520319V,80 % RPM ENG RUNUP,80.00,% NC,1.44,EPR,2650.00,LBS/HR,VARIABLE,STATIC
FB-111A,M05204,TF30-P-7,RM0520403F,MAX PWR A/B,95.00,% NC,2.00,EPR,45600.00,LBS/HR,FIXED,STATIC
FB-111A,M05204,TF30-P-7,RM0520404V,MIL PWR,96.00,% NC,2.00,EPR,6500.00,LBS/HR,VARIABLE,STATIC
FB-111A,M05204,TF30-P-7,RM0520413V,IDLE,66.00,% NC,1.00,EPR,900.00,LBS/HR,VARIABLE,STATIC
FB-111A,M05204,TF30-P-7,RM0520419V,80 % RPM ENG RUNUP,80.00,% NC,1.44,EPR,2650.00,LBS/HR,VARIABLE,STATIC
F-111F,M05205,TF30-P-100,RM0520503F,MAX PWR A/B,96.00,% RPM,2.39,EPR,49800.00,LBS/HR,FIXED,STATIC
F-111F,M05205,TF30-P-100,RM0520504V,MIL PWR,96.00,% RPM,2.27,EPR,8200.00,LBS/HR,VARIABLE,STATIC
F-111F,M05205,TF30-P-100,RM0520516V,95 % RPM ENG RUNUP,95.00,% RPM,2.20,EPR,7800.00,LBS/HR,VARIABLE,STATIC
F-111F,M05205,TF30-P-100,RM0520518V,85 % RPM ENG RUNUP,85.00,% RPM,1.61,EPR,4100.00,LBS/HR,VARIABLE,STATIC
F-111F,M05205,TF30-P-100,RM0520519V,80 % RPM ENG RUNUP,80.00,% RPM,1.38,EPR,2700.00,LBS/HR,VARIABLE,STATIC
F-111A,M05206,TF30-P-3,RM0520601F,MAX PWR ZONE 5 A/B,96.10,% N2,1104.00,C TIT,33800.00,LBS/HR,FIXED,STATIC
F-111A,M05206,TF30-P-3,RM0520602F,MAX PWR ZONE 3 A/B,96.40,% N2,1094.00,C TIT,20200.00,LBS/HR,FIXED,STATIC
F-111A,M05206,TF30-P-3,RM0520604V,MIL PWR,96.50,% N2,1086.00,C TIT,5900.00,LBS/HR,VARIABLE,STATIC
F-111A,M05206,TF30-P-3,RM0520613V,IDLE,66.90,% N2,558.00,C TIT,900.00,LBS/HR,VARIABLE,STATIC
F-111A,M05206,TF30-P-3,RM0520620V,75 % RPM ENG RUNUP,75.00,% N2,726.00,C TIT,1500.00,LBS/HR,VARIABLE,STATIC
F-117A,M05301,GE F404-F1D1,RM0530113V,IDLE,65.00,% RPM,"","","","",VARIABLE,STATIC
F-117A,M05301,GE F404-F1D1,RM0530117V,90 % RPM ENG RUNUP,90.00,% RPM,"","","","",VARIABLE,STATIC
F-117A,M05301,GE F404-F1D1,RM0530119V,80 % RPM ENG RUNUP,80.00,% RPM,"","","","",VARIABLE,STATIC
F-117A,M05301,GE F404-F1D1,RM0530121V,70 % RPM ENG RUNUP,70.00,% RPM,"","","","",VARIABLE,STATIC
F-117A,M05301,GE F404-F1D1,RM0530131V,MAX PWR,100.00,% RPM,"","","","",VARIABLE,STATIC
KC-10A,M05401,CF6-50C2,RM0540105V,MAX CONT PWR,103.00,% N1,820.00,C EGT,17100.00,LBS/HR,VARIABLE,STATIC
KC-10A,M05401,CF6-50C2,RM0540113V,IDLE,24.00,% N1,406.00,C EGT,1360.00,LBS/HR,VARIABLE,STATIC
KC-10A,M05401,CF6-50C2,RM0540116V,95 % RPM ENG RUNUP,95.00,% N1,750.00,C EGT,13000.00,LBS/HR,VARIABLE,STATIC
KC-10A,M05401,CF6-50C2,RM0540121V,70 % RPM ENG RUNUP,70.00,% N1,530.00,C EGT,5700.00,LBS/HR,VARIABLE,STATIC
KC-10A,M05401,CF6-50C2,RM0540130V,TAKEOFF PWR,111.00,% N1,908.00,C EGT,20000.00,LBS/HR,VARIABLE,STATIC
KC-10A,M05401,CF6-50C2,RM0540157V,45 % RPM ENG RUNUP,45.00,% N1,445.00,C EGT,2800.00,LBS/HR,VARIABLE,STATIC
KC-97L,M05501,R4360-59B & J47-GE,RM0550108V,MAGNETO CHECK,29.00,IN HG,2050.00,RPM,"","",VARIABLE,STATIC
KC-97L,M05501,R4360-59B & J47-GE,RM0550113V,IDLE,17.00,IN HG,900.00,RPM,"","",VARIABLE,STATIC
KC-97L,M05501,R4360-59B & J47-GE,RM0550135F,RECIPS AND JETS IDLE,18.00,IN HG,900.00,RPM,"","",FIXED,STATIC
KC-97L,M05501,R4360-59B & J47-GE,RM0550137V,MAX POWER NO JETS,58.00,IN HG,2650.00,RPM,"","",VARIABLE,STATIC
KC-97L,M05501,R4360-59B & J47-GE,RM0550138F,MAX POWER WITH JETS,58.00,IN HG,2650.00,RPM,"","",FIXED,STATIC
OV-10A,M05601,T76-G-416/417,RM0560104V,MIL PWR,101.00,% RPM,1900.00,FT-LBS,"","",VARIABLE,STATIC
OV-10A,M05601,T76-G-416/417,RM0560115V,TAXI,70.00,% RPM,600.00,FT-LBS,"","",VARIABLE,STATIC
OV-10A,M05601,T76-G-416/417,RM0560128V,LOCKED PROPS,89.00,% RPM,600.00,FT-LBS,"","",VARIABLE,STATIC
P-3A,M05701,T56-A-14,RM0570109V,POWER RUNUP,1850.00,ESHP,775.00,C TIT,1400.00,LBS/HR,VARIABLE,STATIC
P-3A,M05701,T56-A-14,RM0570113V,IDLE,170.00,ESHP,611.00,C TIT,660.00,LBS/HR,VARIABLE,STATIC
P-3A,M05701,T56-A-14,RM0570130V,TAKEOFF PWR,3800.00,ESHP,965.00,C TIT,2120.00,LBS/HR,VARIABLE,STATIC
P-3C,M05702,T56-A-14,RM0570209V,POWER RUNUP,1850.00,ESHP,775.00,C TIT,1400.00,LBS/HR,VARIABLE,STATIC
P-3C,M05702,T56-A-14,RM0570213V,IDLE,170.00,ESHP,611.00,C TIT,660.00,LBS/HR,VARIABLE,STATIC
P-3C,M05702,T56-A-14,RM0570230V,TAKEOFF PWR,3800.00,ESHP,965.00,C TIT,2120.00,LBS/HR,VARIABLE,STATIC
S-3A&B,M05801,TF34-GE-400A/B,RM0580111V,LOW IDLE,64.70,% NC,1800.00,RPM NF,596.00,C ITT,VARIABLE,STATIC
S-3A&B,M05801,TF34-GE-400A/B,RM0580112V,HIGH IDLE,73.00,% NC,2600.00,RPM NF,488.00,C ITT,VARIABLE,STATIC
S-3A&B,M05801,TF34-GE-400A/B,RM0580127V,T5 DISABLE,93.00,% NC,6300.00,RPM NF,760.00,C ITT,VARIABLE,STATIC
S-3A&B,M05801,TF34-GE-400A/B,RM0580131V,MAX PWR,96.00,% NC,6600.00,RPM NF,804.00,C ITT,VARIABLE,STATIC
SR-71,M05901,JT11D-20B(J58),RM0590103F,MAX PWR A/B,80.00,% NC,"","","","",FIXED,STATIC
SR-71,M05901,JT11D-20B(J58),RM0590104V,MIL PWR,70.00,% NC,"","","","",VARIABLE,STATIC
SR-71,M05901,JT11D-20B(J58),RM0590113V,IDLE,20.00,% NC,"","","","",VARIABLE,STATIC
SR-71,M05901,JT11D-20B(J58),RM0590125V,50 % RPM ENG RUNUP,50.00,% NC,"","","","",VARIABLE,STATIC
SR-71,M05901,JT11D-20B(J58),RM0590142F,MIN PWR A/B,75.00,% NC,"","","","",FIXED,STATIC
SR-71,M05901,JT11D-20B(J58),RM0590143V,30 % RPM ENG RUNUP,30.00,% NC,"","","","",VARIABLE,STATIC
T-1,M06001,JT15D-5,RM0600105V,MAX CONT PWR,99.00,% NF,91.40,% NC,1570.00,LBS/HR,VARIABLE,STATIC
T-1,M06001,JT15D-5,RM0600113V,IDLE,31.00,% NF,52.00,% NC,210.00,LBS/HR,VARIABLE,STATIC
T-1,M06001,JT15D-5,RM0600117V,90 % RPM ENG RUNUP,90.00,% NF,87.20,% NC,1210.00,LBS/HR,VARIABLE,STATIC
T-1,M06001,JT15D-5,RM0600121V,70 % RPM ENG RUNUP,70.00,% NF,78.00,% NC,640.00,LBS/HR,VARIABLE,STATIC
T-2C,M06101,J85-GE-4A,RM0610113V,IDLE,50.00,% RPM,550.00,C EGT,"","",VARIABLE,STATIC
T-2C,M06101,J85-GE-4A,RM0610121V,70 % RPM ENG RUNUP,70.00,% RPM,596.00,C EGT,"","",VARIABLE,STATIC
T-2C,M06101,J85-GE-4A,RM0610131V,MAX PWR,100.00,% RPM,665.00,C EGT,"","",VARIABLE,STATIC
T-3 (FIREFLY),M06201,Lycoming Piston,RM0620113V,IDLE,60.00,% RPM,"","","","",VARIABLE,STATIC
T-3 (FIREFLY),M06201,Lycoming Piston,RM0620170V,70 % TORQUE,94.00,% RPM,"","","","",VARIABLE,STATIC
T-3 (FIREFLY),M06201,Lycoming Piston,RM0620171V,80 % TORQUE,96.00,% RPM,"","","","",VARIABLE,STATIC
T-3 (FIREFLY),M06201,Lycoming Piston,RM0620172V,90 % TORQUE,97.00,% RPM,"","","","",VARIABLE,STATIC
T-3 (FIREFLY),M06201,Lycoming Piston,RM0620173V,95 % TORQUE,98.00,% RPM,"","","","",VARIABLE,STATIC
T-3 (FIREFLY),M06201,Lycoming Piston,RM0620174V,100 % TORQUE,98.10,% RPM,"","","","",VARIABLE,STATIC
T-29,M06401,R-2800-103W,RM0640108V,MAGNETO CHECK,2050.00,RPM,27.50,IN HG,"","",VARIABLE,STATIC
T-29,M06401,R-2800-103W,RM0640113V,IDLE,800.00,RPM,13.00,IN HG,"","",VARIABLE,STATIC
T-29,M06401,R-2800-103W,RM0640115V,TAXI,1000.00,RPM,24.00,IN HG,"","",VARIABLE,STATIC
T-29,M06401,R-2800-103W,RM0640130V,TAKEOFF PWR,2800.00,RPM,62.00,IN HG,"","",VARIABLE,STATIC
T-33A,M06501,J33-A-35,RM0650113V,IDLE,35.00,% RPM,"","","","",VARIABLE,STATIC
T-33A,M06501,J33-A-35,RM0650125V,50 % RPM ENG RUNUP,50.00,% RPM,"","","","",VARIABLE,STATIC
T-33A,M06501,J33-A-35,RM0650131V,MAX PWR,100.00,% RPM,"","","","",VARIABLE,STATIC
T-34,M06601,PT6A-25,RM0660113V,IDLE,60.00,% RPM,"","","","",VARIABLE,STATIC
T-34,M06601,PT6A-25,RM0660170V,70 % TORQUE,94.00,% RPM,"","","","",VARIABLE,STATIC
T-34,M06601,PT6A-25,RM0660171V,80 % TORQUE,96.00,% RPM,"","","","",VARIABLE,STATIC
T-34,M06601,PT6A-25,RM0660172V,90 % TORQUE,97.00,% RPM,"","","","",VARIABLE,STATIC
T-34,M06601,PT6A-25,RM0660173V,95 % TORQUE,98.00,% RPM,"","","","",VARIABLE,STATIC
T-34,M06601,PT6A-25,RM0660174V,100 % TORQUE,98.10,% RPM,"","","","",VARIABLE,STATIC
T-37B,M06701,J69-T-25,RM0670107V,TRIM CHECK,92.00,% RPM,"","","","",VARIABLE,STATIC
T-37B,M06701,J69-T-25,RM0670113V,IDLE,37.00,% RPM,"","","","",VARIABLE,STATIC
T-37B,M06701,J69-T-25,RM0670131V,MAX PWR,99.50,% RPM,"","","","",VARIABLE,STATIC
T-38A,M06801,J85-GE-5A,RM0680103F,MAX PWR A/B,100.00,% RPM,"","","","",FIXED,STATIC
T-38A,M06801,J85-GE-5A,RM0680104V,MIL PWR,100.00,% RPM,"","","","",VARIABLE,STATIC
T-38A,M06801,J85-GE-5A,RM0680107V,TRIM CHECK,94.00,% RPM,"","","","",VARIABLE,STATIC
T-38A,M06801,J85-GE-5A,RM0680113V,IDLE,48.00,% RPM,"","","","",VARIABLE,STATIC
T-38A,M06801,J85-GE-5A,RM0680120V,75 % RPM ENG RUNUP,75.00,% RPM,"","","","",VARIABLE,STATIC
T-38A,M06801,J85-GE-5A,RM0680121V,70 % RPM ENG RUNUP,70.00,% RPM,"","","","",VARIABLE,STATIC
T-38,M06802,J85-GE-5,RM0680203F,MAX PWR A/B,100.00,% RPM,645.00,C TIT,2100.00,LBS/HR,FIXED,STATIC
T-38,M06802,J85-GE-5,RM0680204V,MIL PWR,100.00,% RPM,645.00,C TIT,2100.00,LBS/HR,VARIABLE,STATIC
T-38,M06802,J85-GE-5,RM0680219V,80 % RPM ENG RUNUP,80.00,% RPM,425.00,C TIT,900.00,LBS/HR,VARIABLE,STATIC
T-38,M06803,J85-GE-5A,RM0680303F,MAX PWR A/B,100.00,% RPM,635.00,C EGT,2100.00,PSI FF,FIXED,STATIC
T-38,M06803,J85-GE-5A,RM0680304V,MIL PWR,99.50,% RPM,635.00,C EGT,2100.00,PSI FF,VARIABLE,STATIC
T-38,M06803,J85-GE-5A,RM0680309V,POWER RUNUP,94.00,% RPM,500.00,C EGT,1425.00,PSI FF,VARIABLE,STATIC
T-38,M06803,J85-GE-5A,RM0680313V,IDLE,48.00,% RPM,517.00,C EGT,500.00,PSI FF,VARIABLE,STATIC
T-38,M06803,J85-GE-5A,RM0680320V,75 % RPM ENG RUNUP,75.00,% RPM,405.00,C EGT,790.00,PSI FF,VARIABLE,STATIC
T-39A,M06901,J60-P-3A,RM0690104V,MIL PWR,100.00,% RPM,1.93,EPR,"","",VARIABLE,STATIC
T-39A,M06901,J60-P-3A,RM0690113V,IDLE,41.00,% RPM,1.03,EPR,"","",VARIABLE,STATIC
T-39A,M06901,J60-P-3A,RM0690118V,85 % RPM ENG RUNUP,85.00,% RPM,1.46,EPR,"","",VARIABLE,STATIC
T-39A,M06901,J60-P-3A,RM0690120V,75 % RPM ENG RUNUP,75.00,% RPM,1.25,EPR,"","",VARIABLE,STATIC
T-41,M07001,O-300-C,RM0700113V,IDLE,60.00,% RPM,"","","","",VARIABLE,STATIC
T-41,M07001,O-300-C,RM0700170V,70 % TORQUE,94.00,% RPM,"","","","",VARIABLE,STATIC
T-41,M07001,O-300-C,RM0700171V,80 % TORQUE,96.00,% RPM,"","","","",VARIABLE,STATIC
T-41,M07001,O-300-C,RM0700172V,90 % TORQUE,97.00,% RPM,"","","","",VARIABLE,STATIC
T-41,M07001,O-300-C,RM0700173V,95 % TORQUE,98.00,% RPM,"","","","",VARIABLE,STATIC
T-41,M07001,O-300-C,RM0700174V,100 % TORQUE,98.10,% RPM,"","","","",VARIABLE,STATIC
T-42,M07101,IO-470-L,RM0710113V,IDLE,60.00,% RPM,"","","","",VARIABLE,STATIC
T-42,M07101,IO-470-L,RM0710170V,70 % TORQUE,94.00,% RPM,"","","","",VARIABLE,STATIC
T-42,M07101,IO-470-L,RM0710171V,80 % TORQUE,96.00,% RPM,"","","","",VARIABLE,STATIC
T-42,M07101,IO-470-L,RM0710172V,90 % TORQUE,97.00,% RPM,"","","","",VARIABLE,STATIC
T-42,M07101,IO-470-L,RM0710173V,95 % TORQUE,98.00,% RPM,"","","","",VARIABLE,STATIC
T-42,M07101,IO-470-L,RM0710174V,100 % TORQUE,98.10,% RPM,"","","","",VARIABLE,STATIC
T-43A,M07201,JT8D-9A,RM0720113V,IDLE,1.05,EPR,34.00,% NF,1050.00,LBS/HR,VARIABLE,STATIC
T-43A,M07201,JT8D-9A,RM0720117V,90 % RPM ENG RUNUP,1.84,EPR,90.00,% NF,7000.00,LBS/HR,VARIABLE,STATIC
T-43A,M07201,JT8D-9A,RM0720118V,85 % RPM ENG RUNUP,1.70,EPR,85.00,% NF,5800.00,LBS/HR,VARIABLE,STATIC
T-43A,M07201,JT8D-9A,RM0720119V,80 % RPM ENG RUNUP,1.50,EPR,80.00,% NF,4800.00,LBS/HR,VARIABLE,STATIC
T-43A,M07201,JT8D-9A,RM0720130V,TAKEOFF PWR,2.01,EPR,97.00,% NF,8000.00,LBS/HR,VARIABLE,STATIC
T-44,M07301,PT6A-34B,RM0730113V,IDLE,60.00,% RPM,"","","","",VARIABLE,STATIC
T-44,M07301,PT6A-34B,RM0730170V,70 % TORQUE,94.00,% RPM,"","","","",VARIABLE,STATIC
T-44,M07301,PT6A-34B,RM0730171V,80 % TORQUE,96.00,% RPM,"","","","",VARIABLE,STATIC
T-44,M07301,PT6A-34B,RM0730172V,90 % TORQUE,97.00,% RPM,"","","","",VARIABLE,STATIC
T-44,M07301,PT6A-34B,RM0730173V,95 % TORQUE,98.00,% RPM,"","","","",VARIABLE,STATIC
T-44,M07301,PT6A-34B,RM0730174V,100 % TORQUE,98.10,% RPM,"","","","",VARIABLE,STATIC
T-45,M07401,F405-RR-401,RM0740104V,MIL PWR,100.00,% RPM,"","","","",VARIABLE,STATIC
T-45,M07401,F405-RR-401,RM0740113V,IDLE,55.00,% RPM,"","","","",VARIABLE,STATIC
T-45,M07401,F405-RR-401,RM0740117V,90 % RPM ENG RUNUP,90.00,% RPM,"","","","",VARIABLE,STATIC
T-45,M07401,F405-RR-401,RM0740121V,70 % RPM ENG RUNUP,70.00,% RPM,"","","","",VARIABLE,STATIC
TR-1,M07501,J75-P-13,RM0750104V,MIL PWR,100.00,% RPM,"","","","",VARIABLE,STATIC
TR-1,M07501,J75-P-13,RM0750113V,IDLE,68.00,% RPM,"","","","",VARIABLE,STATIC
TR-1,M07501,J75-P-13,RM0750118V,85 % RPM ENG RUNUP,85.00,% RPM,"","","","",VARIABLE,STATIC
U-2,M07601,J75-P-13,RM0760104V,MIL PWR,100.00,% RPM,"","","","",VARIABLE,STATIC
U-2,M07601,J75-P-13,RM0760113V,IDLE,68.00,% RPM,"","","","",VARIABLE,STATIC
U-2,M07601,J75-P-13,RM0760118V,85 % RPM ENG RUNUP,85.00,% RPM,"","","","",VARIABLE,STATIC
U-4B,M07701,GSO-480-A1A6/B1,RM0770104V,MIL PWR,48.00,IN HG,3400.00,RPM,"","",VARIABLE,STATIC
U-4B,M07701,GSO-480-A1A6/B1,RM0770113V,IDLE,14.00,IN HG,1000.00,RPM,"","",VARIABLE,STATIC
U-6,M07801,PT6A-25,RM0780113V,IDLE,60.00,% RPM,"","","","",VARIABLE,STATIC
U-6,M07801,PT6A-25,RM0780170V,70 % TORQUE,94.00,% RPM,"","","","",VARIABLE,STATIC
U-6,M07801,PT6A-25,RM0780171V,80 % TORQUE,96.00,% RPM,"","","","",VARIABLE,STATIC
U-6,M07801,PT6A-25,RM0780172V,90 % TORQUE,97.00,% RPM,"","","","",VARIABLE,STATIC
U-6,M07801,PT6A-25,RM0780173V,95 % TORQUE,98.00,% RPM,"","","","",VARIABLE,STATIC
U-6,M07801,PT6A-25,RM0780174V,100 % TORQUE,98.10,% RPM,"","","","",VARIABLE,STATIC
U-8F,M07901,LYC 480-A1,RM0790104V,MIL PWR,100.00,% RPM,"","","","",VARIABLE,STATIC
U-8F,M07901,LYC 480-A1,RM0790113V,IDLE,30.00,% RPM,"","","","",VARIABLE,STATIC
U-21,M08001,PT6A-30,RM0800113V,IDLE,60.00,% RPM,"","","","",VARIABLE,STATIC
U-21,M08001,PT6A-30,RM0800170V,70 % TORQUE,94.00,% RPM,"","","","",VARIABLE,STATIC
U-21,M08001,PT6A-30,RM0800171V,80 % TORQUE,96.00,% RPM,"","","","",VARIABLE,STATIC
U-21,M08001,PT6A-30,RM0800172V,90 % TORQUE,97.00,% RPM,"","","","",VARIABLE,STATIC
U-21,M08001,PT6A-30,RM0800173V,95 % TORQUE,98.00,% RPM,"","","","",VARIABLE,STATIC
U-21,M08001,PT6A-30,RM0800174V,100 % TORQUE,98.10,% RPM,"","","","",VARIABLE,STATIC
YC-14,M08101,CF6-50D,RM0810104V,MIL PWR,100.00,% NF,99.00,% NC,770.00,C EGT,VARIABLE,STATIC
YC-14,M08101,CF6-50D,RM0810113V,IDLE,22.00,% NF,64.00,% NC,360.00,C EGT,VARIABLE,STATIC
YC-14,M08101,CF6-50D,RM0810118V,85 % RPM ENG RUNUP,85.00,% NF,93.00,% NC,635.00,C EGT,VARIABLE,STATIC
YC-14,M08101,CF6-50D,RM0810130V,TAKEOFF PWR,111.00,% NF,102.00,% NC,845.00,C EGT,VARIABLE,STATIC
YC-14 FLAPS 30,M08102,CF6-50D,RM0810251V,85 % RPM/FLPS 30,85.00,% NF,93.00,% NC,640.00,C EGT,VARIABLE,STATIC
YC-14 FLAPS 30,M08102,CF6-50D,RM0810252V,TAKEOFF/FLPS 30,110.00,% NF,104.00,% NC,880.00,C EGT,VARIABLE,STATIC
YC-14 FLAPS 30,M08102,CF6-50D,RM0810253V,IDLE/FLPS 30,22.00,% NF,64.00,% NC,340.00,C EGT,VARIABLE,STATIC
YC-14 THRUSTER,M08103,CF6-50D,RM0810355V,IDLE/THRUSTER,22.00,% NF,64.00,% NC,420.00,C EGT,VARIABLE,STATIC
YC-14 THRUSTER,M08103,CF6-50D,RM0810356V,85% RPM/THRUSTER,85.00,% NF,96.00,% NC,660.00,C EGT,VARIABLE,STATIC
YC-15,M08201,"JT8D-17, -209",RM0820113V,IDLE,1.04,EPR,33.00,% NF,1100.00,LBS/HR,VARIABLE,STATIC
YC-15,M08201,"JT8D-17, -209",RM0820133V,1.8 EPR,1.80,EPR,86.00,% NF,6400.00,LBS/HR,VARIABLE,STATIC
YC-15,M08201,"JT8D-17, -209",RM0820144V,REVERSE IDLE,1.08,EPR,39.00,% NF,1350.00,LBS/HR,VARIABLE,STATIC
YC-15,M08201,"JT8D-17, -209",RM0820146V,1.95 EPR,1.95,EPR,91.00,% NF,7400.00,LBS/HR,VARIABLE,STATIC
YC-15 FLAPS 24,M08202,"JT8D-17, -209",RM0820245V,REVERSE STOP,1.95,EPR,500.00,EGT,7800.00,LBS/HR,VARIABLE,STATIC
YC-15 FLAPS 24,M08202,"JT8D-17, -209",RM0820247V,IDLE/FLAPS 24 DEG,1.04,EPR,370.00,EGT,1000.00,LBS/HR,VARIABLE,STATIC
YC-15 FLAPS 24,M08202,"JT8D-17, -209",RM0820248V,TAKEOFF/FLAPS 24 DEG,2.24,EPR,580.00,EGT,10000.00,LBS/HR,VARIABLE,STATIC
JPATS,M08301,TP PT6A-68,RM0830113V,IDLE,60.00,% TORQUE,4.00,% Q,155.00,LBS/HR,VARIABLE,STATIC
JPATS,M08301,TP PT6A-68,RM0830170V,70 % TORQUE,94.00,% TORQUE,70.00,% Q,485.00,LBS/HR,VARIABLE,STATIC
JPATS,M08301,TP PT6A-68,RM0830171V,80 % TORQUE,96.00,% TORQUE,80.00,% Q,520.00,LBS/HR,VARIABLE,STATIC
JPATS,M08301,TP PT6A-68,RM0830172V,90 % TORQUE,97.00,% TORQUE,90.00,% Q,565.00,LBS/HR,VARIABLE,STATIC
JPATS,M08301,TP PT6A-68,RM0830173V,95 % TORQUE,98.00,% TORQUE,95.00,% Q,580.00,LBS/HR,VARIABLE,STATIC
JPATS,M08301,TP PT6A-68,RM0830174V,100 % TORQUE,98.10,% TORQUE,100.00,% Q,615.00,LBS/HR,VARIABLE,STATIC
E-2C,M08401,T56-A-427,RM0840131V,MAX PWR,5155.00,ISHP,2265.00,LBS/HR,842.00,C TMT,VARIABLE,STATIC
E-2C,M08401,T56-A-427,RM0840175F,MAX REVERSE,790.00,ISHP,1030.00,LBS/HR,474.00,C TMT,FIXED,STATIC
E-2C,M08401,T56-A-427,RM0840176V,FLIGHT IDLE,1075.00,ISHP,910.00,LBS/HR,446.00,C TMT,VARIABLE,STATIC
E-2C,M08401,T56-A-427,RM0840177V,GROUND IDLE,380.00,ISHP,775.00,LBS/HR,398.00,C TMT,VARIABLE,STATIC
E-2C,M08401,T56-A-427,RM0840178V,LOW SPD GROUND IDLE,175.00,ISHP,580.00,LBS/HR,545.00,C TMT,VARIABLE,STATIC
L-1011-1,M22201,RB211-22B Turbofans,RM2220113V,IDLE,10.00,% SLTT,23.00,% NF,"","",VARIABLE,STATIC
L-1011-1,M22201,RB211-22B Turbofans,RM2220118V,85 % RPM ENG RUNUP,80.00,% SLTT,85.00,% NF,"","",VARIABLE,STATIC
L-1011-1,M22201,RB211-22B Turbofans,RM2220119V,80 % RPM ENG RUNUP,65.00,% SLTT,81.00,% NF,"","",VARIABLE,STATIC
L-1011-1,M22201,RB211-22B Turbofans,RM2220122V,65 % RPM ENG RUNUP,40.00,% SLTT,67.00,% NF,"","",VARIABLE,STATIC
PHANTOM,M45001,Spey Mk 202,RM4500103F,MAX PWR A/B,100.00,% RPM,"","","","",FIXED,STATIC
PHANTOM,M45001,Spey Mk 202,RM4500104V,MIL PWR,100.00,% RPM,"","","","",VARIABLE,STATIC
PHANTOM,M45001,Spey Mk 202,RM4500113V,IDLE,65.00,% RPM,"","","","",VARIABLE,STATIC
PHANTOM,M45001,Spey Mk 202,RM4500118V,85 % RPM ENG RUNUP,85.00,% RPM,"","","","",VARIABLE,STATIC
TORNADO,M45101,RB.199-34R-04,RM4510103F,MAX REHEAT POWER,100.00,% RPM,"","","","",FIXED,STATIC
TORNADO,M45101,RB.199-34R-04,RM4510104V,MAX MIL POWER,100.00,% RPM,"","","","",VARIABLE,STATIC
TORNADO,M45101,RB.199-34R-04,RM4510116V,95 % POWER,95.00,% RPM,"","","","",VARIABLE,STATIC
TORNADO,M45101,RB.199-34R-04,RM4510118V,85 % POWER,85.00,% RPM,"","","","",VARIABLE,STATIC
TORNADO,M45101,RB.199-34R-04,RM4510122V,65 % POWER,65.00,% RPM,"","","","",VARIABLE,STATIC
TORNADO,M45101,RB.199-34R-04,RM4510142F,COMBAT POWER,101.00,% RPM,"","","","",FIXED,STATIC
JAGUAR,M45201,Turbomeca Adour,RM4520111V,LOW IDLE,64.70,% RPM,"","","","",VARIABLE,STATIC
JAGUAR,M45201,Turbomeca Adour,RM4520112V,HIGH IDLE,73.00,% RPM,"","","","",VARIABLE,STATIC
JAGUAR,M45201,Turbomeca Adour,RM4520131V,MAX PWR,96.00,% RPM,"","","","",VARIABLE,STATIC
LIGHTNING,M45301,Avon 302C,RM4530103F,MAX PWR A/B,100.00,% RPM,"","","","",FIXED,STATIC
LIGHTNING,M45301,Avon 302C,RM4530104V,MIL PWR,100.00,% RPM,"","","","",VARIABLE,STATIC
LIGHTNING,M45301,Avon 302C,RM4530113V,IDLE,65.00,% RPM,"","","","",VARIABLE,STATIC
