aircraft,aircraft_code,engine,power_code,description,power_1,unit_1,power_2,unit_2,power_3,unit_3,interpolation,operation_type
C-130J,M02904,AE2100D3,FM02904301F,HIGH CRU TRAINING RT,2200.00,HP,530.00,MGT,"","",FIXED,FLIGHT
C-131B,M03001,R-2800-103W,FM03001031V,TAKEOFF POWER,2800.00,RPM,60.00,IN HG,"","",VARIABLE,FLIGHT
C-131B,M03001,R-2800-103W,FM03001041V,CRUISE POWER,2000.00,RPM,32.00,IN HG,"","",VARIABLE,FLIGHT
C-131B,M03001,R-2800-103W,FM03001051V,APPROACH POWER,2400.00,RPM,27.00,IN HG,"","",VARIABLE,FLIGHT
C-135A,M03101,J57-P-59W,FM03101021F,TAKEOFF POWER WET,96.00,% RPM,2.85,EPR,"","",FIXED,FLIGHT
C-135A,M03101,J57-P-59W,FM03101031V,TAKEOFF POWER,96.00,% RPM,2.45,EPR,"","",VARIABLE,FLIGHT
C-135A,M03101,J57-P-59W,FM03101041V,CRUISE POWER,86.00,% RPM,1.50,EPR,"","",VARIABLE,FLIGHT
C-135A,M03101,J57-P-59W,FM03101051V,APPROACH POWER,90.00,% RPM,1.75,EPR,"","",VARIABLE,FLIGHT
C-135B,M03102,TF33-P-5,FM03102031V,TAKEOFF POWER,100.00,% RPM,1.80,EPR,"","",VARIABLE,FLIGHT
C-135B,M03102,TF33-P-5,FM03102041V,CRUISE POWER,76.00,% RPM,1.09,EPR,"","",VARIABLE,FLIGHT
C-135B,M03102,TF33-P-5,FM03102051V,APPROACH POWER,90.00,% RPM,1.29,EPR,"","",VARIABLE,FLIGHT
KC-135R,M03104,F108-CF-100,FM03104051P,APPROACH POWER,66.50,% NF,90.00,% NC,3500.00,LBS/HR,PARALLEL,FLIGHT
KC-135R,M03104,F108-CF-100,FM03104061V,INTERMEDIATE POWER,80.30,% NF,94.40,% NC,5500.00,LBS/HR,VARIABLE,FLIGHT
KC-135R,M03104,F108-CF-100,FM03104111V,MAX RATED THRUST,89.60,% NF,97.70,% NC,8000.00,LBS/HR,VARIABLE,FLIGHT
KC-135R,M03104,F108-CF-100,FM03104131V,TRAFFIC PATTERN,70.50,% NF,91.20,% NC,4000.00,LBS/HR,VARIABLE,FLIGHT
C-137,M03201,TF33-P-5,FM03201031V,TAKEOFF POWER,100.00,% RPM,1.80,EPR,"","",VARIABLE,FLIGHT
C-137,M03201,TF33-P-5,FM03201041V,CRUISE POWER,76.00,% RPM,1.09,EPR,"","",VARIABLE,FLIGHT
C-137,M03201,TF33-P-5,FM03201051V,APPROACH POWER,90.00,% RPM,1.29,EPR,"","",VARIABLE,FLIGHT
C-140,M03301,J60-P-5,FM03301031V,TAKEOFF POWER,100.00,% RPM,1.94,EPR,"","",VARIABLE,FLIGHT
C-140,M03301,J60-P-5,FM03301041V,CRUISE POWER,89.00,% RPM,1.66,EPR,"","",VARIABLE,FLIGHT
C-140,M03301,J60-P-5,FM03301051V,APPROACH POWER,79.50,% RPM,1.37,EPR,"","",VARIABLE,FLIGHT
C-141A,M03401,TF33-P-7,FM03401031V,TAKEOFF POWER,96.00,% NF,1.90,EPR,"","",VARIABLE,FLIGHT
C-141A,M03401,TF33-P-7,FM03401041P,CRUISE POWER,85.00,% NF,1.52,EPR,"","",PARALLEL,FLIGHT
C-141A,M03401,TF33-P-7,FM03401051P,APPROACH POWER,68.00,% NF,1.20,EPR,"","",PARALLEL,FLIGHT
C-141A,M03401,TF33-P-7,FM03401131V,TRAFFIC PATTERN,68.00,% NF,1.20,EPR,"","",VARIABLE,FLIGHT
C-141A,M03401,TF33-P-7,FM03401121V,NORMAL RATED THRUST,91.00,% NF,1.72,EPR,"","",VARIABLE,FLIGHT
E-3A,M03501,TF33-P-100A,FM03501031V,TAKEOFF POWER,1.83,EPR,"","","","",VARIABLE,FLIGHT
E-3A,M03501,TF33-P-100A,FM03501051P,APPROACH POWER,1.45,EPR,"","","","",PARALLEL,FLIGHT
E-3A,M03501,TF33-P-100A,FM03501061V,INTERMEDIATE POWER,1.50,EPR,"","","","",VARIABLE,FLIGHT
E-3A,M03501,TF33-P-100A,FM03501131V,TRAFFIC PATTERN,1.12,EPR,"","","","",VARIABLE,FLIGHT
E-4,M03601,CF6-50C2,FM03601031V,TAKEOFF POWER,110.00,% N1,866.00,C EGT,"","",VARIABLE,FLIGHT
E-4,M03601,CF6-50C2,FM03601051V,APPROACH POWER,79.00,% N1,604.00,C EGT,"","",VARIABLE,FLIGHT
E-4,M03601,CF6-50C2,FM03601061V,INTERMEDIATE POWER,90.20,% N1,695.00,C EGT,"","",VARIABLE,FLIGHT
E-4,M03601,CF6-50C2,FM03601131V,TRAFFIC PATTERN,60.00,% N1,478.00,C EGT,"","",VARIABLE,FLIGHT
E-4,M03601,CF6-50C2,FM03601141V,INTERMED POWER (MIL),100.00,% N1,780.00,C EGT,"","",VARIABLE,FLIGHT
EA-6B,M03701,J52-P-408,FM03701031V,TAKEOFF POWER,95.00,% RPM,23000,LBS/HR,"","",VARIABLE,FLIGHT
EA-6B,M03701,J52-P-408,FM03701051P,APPROACH POWER,85.00,% RPM,10000,LBS/HR,"","",PARALLEL,FLIGHT
EA-6B,M03701,J52-P-408,FM03701131V,TRAFFIC PATTERN,72.50,% RPM,7600,LBS/HR,"","",VARIABLE,FLIGHT
EA-6B,M03701,J52-P-408,FM03701061V,INTERMEDIATE POWER,85.00,% RPM,8000,LBS/HR,"","",VARIABLE,FLIGHT
EA-6B,M03701,J52-P-408,FM03701041V,CRUISE POWER,90.00,% RPM,15800,LBS/HR,"","",VARIABLE,FLIGHT
E-8A,M03801,TF33-P-102A,FM03801031V,TAKEOFF POWER,1.84,EPR,107.70,% RPM,"","",VARIABLE,FLIGHT
E-8A,M03801,TF33-P-102A,FM03801041V,CRUISE POWER,1.12,EPR,75.00,% RPM,"","",VARIABLE,FLIGHT
E-8A,M03801,TF33-P-102A,FM03801051V,APPROACH POWER,1.26,EPR,82.30,% RPM,"","",VARIABLE,FLIGHT
F-4C,M03901,J79-GE-15E or -15,FM03901011F,AFTERBURNER POWER,100.00,% RPM,"","","","",FIXED,FLIGHT
F-4C,M03901,J79-GE-15E or -15,FM03901031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
F-4C,M03901,J79-GE-15E or -15,FM03901051V,APPROACH POWER,87.00,% RPM,"","","","",VARIABLE,FLIGHT
F-5A&B,M04001,J85-GE-13,FM04001011F,AFTERBURNER POWER,101.00,% RPM,"","","","",FIXED,FLIGHT
F-5A&B,M04001,J85-GE-13,FM04001031V,TAKEOFF POWER,101.00,% RPM,"","","","",VARIABLE,FLIGHT
F-5A&B,M04001,J85-GE-13,FM04001041V,CRUISE POWER,86.00,% RPM,"","","","",VARIABLE,FLIGHT
F-5A&B,M04001,J85-GE-13,FM04001051P,APPROACH POWER,82.00,% RPM,"","","","",PARALLEL,FLIGHT
F-5E,M04002,J85-GE-21,FM04002011F,AFTERBURNER POWER,101.00,% RPM,"","","","",FIXED,FLIGHT
F-5E,M04002,J85-GE-21,FM04002031V,TAKEOFF POWER,101.00,% RPM,"","","","",VARIABLE,FLIGHT
F-5E,M04002,J85-GE-21,FM04002041V,CRUISE POWER,86.00,% RPM,"","","","",VARIABLE,FLIGHT
F-5E,M04002,J85-GE-21,FM04002051P,APPROACH POWER,82.00,% RPM,"","","","",PARALLEL,FLIGHT
F-8,M04101,J57-P-20,FM04101011F,AFTERBURNER,95.00,% RPM,"","","","",FIXED,FLIGHT
F-8,M04101,J57-P-20,FM04101031V,TAKEOFF,94.50,% RPM,"","","","",VARIABLE,FLIGHT
F-8,M04101,J57-P-20,FM04101041V,CRUISE,92.30,% RPM,"","","","",VARIABLE,FLIGHT
F-8,M04101,J57-P-20,FM04101051V,APPROACH,89.00,% RPM,"","","","",VARIABLE,FLIGHT
F-14A,M04201,TF30-P-412A/412,FM04201011F,AFTERBURNER POWER,101.50,% NC,11250.00,LBS/HR,"","",FIXED,FLIGHT
F-14A,M04201,TF30-P-412A/412,FM04201031V,TAKEOFF POWER,101.50,% NC,10000.00,LBS/HR,"","",VARIABLE,FLIGHT
F-14A,M04201,TF30-P-412A/412,FM04201051V,APPROACH POWER,92.00,% NC,4550.00,LBS/HR,"","",VARIABLE,FLIGHT
F-14A,M04201,TF30-P-412A/412,FM04201131V,TRAFFIC PATTERN,86.00,% NC,2800.00,LBS/HR,"","",VARIABLE,FLIGHT
F-14B,M04202,F110-GE-400,FM04202011F,AFTERBURNER POWER,105.00,% NC,15000.00,LBS/HR,"","",FIXED,FLIGHT
F-14B,M04202,F110-GE-400,FM04202031V,TAKEOFF POWER,105.00,% NC,14500.00,LBS/HR,"","",VARIABLE,FLIGHT
F-14B,M04202,F110-GE-400,FM04202051P,APPROACH POWER,87.50,% NC,3600.00,LBS/HR,"","",PARALLEL,FLIGHT
F-14B,M04202,F110-GE-400,FM04202061V,INTERMEDIATE POWER,92.00,% NC,4600.00,LBS/HR,"","",VARIABLE,FLIGHT
F-14B,M04202,F110-GE-400,FM04202131V,TRAFFIC PATTERN,86.00,% NC,2600.00,LBS/HR,"","",VARIABLE,FLIGHT
F-15A,M04301,F100-PW-100,FM04301011F,AFTERBURNER POWER,91.00,% NC,"","","","",FIXED,FLIGHT
F-15A,M04301,F100-PW-100,FM04301031V,TAKEOFF POWER,90.00,% NC,"","","","",VARIABLE,FLIGHT
F-15A,M04301,F100-PW-100,FM04301041V,CRUISE POWER,73.50,% NC,"","","","",VARIABLE,FLIGHT
F-15A,M04301,F100-PW-100,FM04301051P,APPROACH POWER,75.00,% NC,"","","","",PARALLEL,FLIGHT
F-15E,M04303,F100-PW-220,FM04303011F,AFTERBURNER POWER,91.00,% NC,"","","","",FIXED,FLIGHT
F-15E,M04303,F100-PW-220,FM04303031V,TAKEOFF POWER,90.00,% NC,"","","","",VARIABLE,FLIGHT
F-15E,M04303,F100-PW-220,FM04303041P,CRUISE POWER,73.50,% NC,"","","","",PARALLEL,FLIGHT
F-15E,M04303,F100-PW-220,FM04303051V,APPROACH POWER,75.00,% NC,"","","","",VARIABLE,FLIGHT
F-15E,M04304,F100-PW-229,FM04304011F,AFTERBURNER POWER,91.00,% NC,"","","","",FIXED,FLIGHT
F-15E,M04304,F100-PW-229,FM04304031V,TAKEOFF POWER,90.00,% NC,"","","","",VARIABLE,FLIGHT
F-15E,M04304,F100-PW-229,FM04304041P,CRUISE POWER,73.50,% NC,"","","","",PARALLEL,FLIGHT
F-15E,M04304,F100-PW-229,FM04304051V,APPROACH POWER,75.00,% NC,"","","","",VARIABLE,FLIGHT
F-16A,M04401,F100-PW-100,FM04401011F,AFTERBURNER POWER,90.00,% NC,900.00,C TIT,"","",FIXED,FLIGHT
F-16A,M04401,F100-PW-100,FM04401031V,TAKEOFF POWER,90.00,% NC,900.00,C TIT,"","",VARIABLE,FLIGHT
F-16A,M04401,F100-PW-100,FM04401051V,APPROACH POWER,82.00,% NC,650.00,C TIT,"","",VARIABLE,FLIGHT
F-16A,M04401,F100-PW-100,FM04401061V,INTERMEDIATE POWER,85.00,% NC,750.00,C TIT,"","",VARIABLE,FLIGHT
F-16A,M04401,F100-PW-100,FM04401131V,TRAFFIC PATTERN,75.00,% NC,530.00,C TIT,"","",VARIABLE,FLIGHT
F-16A,M04401,F100-PW-100,FM04401141V,INTERMED POWER (MIL),92.00,% NC,960.00,C TIT,"","",VARIABLE,FLIGHT
F-16C,M04402,F100-PW-220,FM04402011F,AFTERBURNER POWER,92.00,% NC,49000.00,LBS/HR,945.00,C FTIT,FIXED,FLIGHT
F-16C,M04402,F100-PW-220,FM04402031V,TAKEOFF POWER,91.00,% NC,9400.00,LBS/HR,930.00,C FTIT,VARIABLE,FLIGHT
F-16C,M04402,F100-PW-220,FM04402051V,APPROACH POWER,82.50,% NC,4200.00,LBS/HR,680.00,C FTIT,VARIABLE,FLIGHT
F-16C,M04402,F100-PW-220,FM04402061V,INTERMEDIATE POWER,86.00,% NC,6100.00,LBS/HR,790.00,C FTIT,VARIABLE,FLIGHT
F-16C,M04402,F100-PW-220,FM04402231V,MAX ENDURANCE,77.00,% NC,2000.00,LBS/HR,540.00,C FTIT,VARIABLE,FLIGHT
F-16C,M04403,F100-PW-229,FM04403011F,AFTERBURNER POWER,95.50,% NC,56500.00,LBS/HR,1060.00,C FTIT,FIXED,FLIGHT
F-16C,M04403,F100-PW-229,FM04403031V,TAKEOFF POWER,93.00,% NC,12800.00,LBS/HR,1000.00,C FTIT,VARIABLE,FLIGHT
F-16C,M04403,F100-PW-229,FM04403051V,APPROACH POWER,83.50,% NC,4290.00,LBS/HR,640.00,C FTIT,VARIABLE,FLIGHT
F-16C,M04403,F100-PW-229,FM04403061V,INTERMEDIATE POWER,89.00,% NC,8400.00,LBS/HR,840.00,C FTIT,VARIABLE,FLIGHT
F-16C,M04403,F100-PW-229,FM04403231V,MAX ENDURANCE,80.50,% NC,3200.00,LBS/HR,600.00,C FTIT,VARIABLE,FLIGHT
F-16C,M04404,F110-GE-100,FM04404011F,AFTERBURNER POWER,105.00,% NC,62500.00,LBS/HR,835.00,C FTIT,FIXED,FLIGHT
F-16C,M04404,F110-GE-100,FM04404031V,TAKEOFF POWER,104.00,% NC,12800.00,LBS/HR,800.00,C FTIT,VARIABLE,FLIGHT
F-16C,M04404,F110-GE-100,FM04404051V,APPROACH POWER,87.00,% NC,3100.00,LBS/HR,500.00,C FTIT,VARIABLE,FLIGHT
F-16C,M04404,F110-GE-100,FM04404061V,INTERMEDIATE POWER,97.00,% NC,7200.00,LBS/HR,690.00,C FTIT,VARIABLE,FLIGHT
F-16C,M04404,F110-GE-100,FM04404231V,MAX ENDURANCE,85.00,% NC,2900.00,LBS/HR,490.00,C FTIT,VARIABLE,FLIGHT
F-16C,M04405,F110-GE-129,FM04405011F,AFTERBURNER POWER,101.00,% NC,64600.00,LBS/HR,920.00,C FTIT,FIXED,FLIGHT
F-16C,M04405,F110-GE-129,FM04405031V,TAKEOFF POWER,100.00,% NC,13000.00,LBS/HR,888.00,C FTIT,VARIABLE,FLIGHT
F-16C,M04405,F110-GE-129,FM04405051V,APPROACH POWER,83.00,% NC,3150.00,LBS/HR,555.00,C FTIT,VARIABLE,FLIGHT
F-16C,M04405,F110-GE-129,FM04405061V,INTERMEDIATE POWER,93.00,% NC,7315.00,LBS/HR,766.00,C FTIT,VARIABLE,FLIGHT
F-16C,M04405,F110-GE-129,FM04405231V,MAX ENDURANCE,81.00,% NC,2950.00,LBS/HR,544.00,C FTIT,VARIABLE,FLIGHT
F-18A/C,M04501,F404-GE-400&402,FM04501011F,AFTERBURNER POWER,96.70,% NC,"","","","",FIXED,FLIGHT
F-18A/C,M04501,F404-GE-400&402,FM04501031V,TAKEOFF POWER,96.50,% NC,"","","","",VARIABLE,FLIGHT
F-18A/C,M04501,F404-GE-400&402,FM04501051P,APPROACH POWER,88.50,% NC,"","","","",PARALLEL,FLIGHT
F-18A/C,M04501,F404-GE-400&402,FM04501131V,TRAFFIC PATTERN,82.00,% NC,"","","","",VARIABLE,FLIGHT
F-18A/C,M04501,F404-GE-400&402,FM04501041V,CRUISE POWER,88.00,% NC,"","","","",VARIABLE,FLIGHT
F-18A/C,M04501,F404-GE-400&402,FM04501061V,INTERMEDIATE POWER,84.50,% NC,"","","","",VARIABLE,FLIGHT
F-18E/F,M04502,F414-GE-400,FM04502011F,AFTERBURNER POWER,97.00,% NC,43150.00,LBS/HR,"","",FIXED,FLIGHT
F-18E/F,M04502,F414-GE-400,FM04502031V,TAKEOFF POWER,96.00,% NC,12570.00,LBS/HR,"","",VARIABLE,FLIGHT
F-18E/F,M04502,F414-GE-400,FM04502051P,APPROACH POWER,84.00,% NC,4380.00,LBS/HR,"","",PARALLEL,FLIGHT
F-18E/F,M04502,F414-GE-400,FM04502041V,CRUISE POWER,83.50,% NC,4035.00,LBS/HR,"","",VARIABLE,FLIGHT
F-18E/F,M04502,F414-GE-400,FM04502131V,TRAFFIC PATTERN,79.50,% NC,2910.00,LBS/HR,"","",VARIABLE,FLIGHT
F-100D,M04601,J57-P-21A,FM04601011F,AFTERBURNER POWER,95.00,% RPM,"","","","",FIXED,FLIGHT
F-100D,M04601,J57-P-21A,FM04601031V,TAKEOFF POWER,94.50,% RPM,"","","","",VARIABLE,FLIGHT
F-100D,M04601,J57-P-21A,FM04601041V,CRUISE POWER,92.30,% RPM,"","","","",VARIABLE,FLIGHT
F-100D,M04601,J57-P-21A,FM04601051V,APPROACH POWER,89.00,% RPM,"","","","",VARIABLE,FLIGHT
F-101B,M04701,J57-P-55,FM04701011F,AFTERBURNER POWER,96.50,% NC,"","","","",FIXED,FLIGHT
F-101B,M04701,J57-P-55,FM04701031V,TAKEOFF POWER,96.00,% NC,"","","","",VARIABLE,FLIGHT
F-101B,M04701,J57-P-55,FM04701051P,APPROACH POWER,89.00,% NC,"","","","",PARALLEL,FLIGHT
F-101B,M04701,J57-P-55,FM04701061V,INTERMEDIATE POWER,88.00,% NC,"","","","",VARIABLE,FLIGHT
F-102,M04801,J57-P-23A,FM04801011F,AFTERBURNER POWER,95.00,% NC,2.05,EPR,"","",FIXED,FLIGHT
F-102,M04801,J57-P-23A,FM04801031V,TAKEOFF POWER,94.50,% NC,2.00,EPR,"","",VARIABLE,FLIGHT
F-102,M04801,J57-P-23A,FM04801041V,CRUISE POWER,92.30,% NC,1.75,EPR,"","",VARIABLE,FLIGHT
F-102,M04801,J57-P-23A,FM04801051V,APPROACH POWER,89.00,% NC,1.38,EPR,"","",VARIABLE,FLIGHT
F-104D&G,M04901,J79-GE-11A/J79-GE-7,FM04901011F,AFTERBURNER POWER,100.00,% RPM,"","","","",FIXED,FLIGHT
F-104D&G,M04901,J79-GE-11A/J79-GE-7,FM04901031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
F-104D&G,M04901,J79-GE-11A/J79-GE-7,FM04901041P,CRUISE POWER,92.00,% RPM,"","","","",PARALLEL,FLIGHT
F-104D&G,M04901,J79-GE-11A/J79-GE-7,FM04901051V,APPROACH POWER,95.00,% RPM,"","","","",VARIABLE,FLIGHT
F-105D,M05001,J75-P-19W,FM05001011F,AFTERBURNER POWER,102.50,% NC,"","","","",FIXED,FLIGHT
F-105D,M05001,J75-P-19W,FM05001031V,TAKEOFF POWER,102.00,% NC,"","","","",VARIABLE,FLIGHT
F-105D,M05001,J75-P-19W,FM05001051V,APPROACH POWER,96.50,% NC,"","","","",VARIABLE,FLIGHT
F-105D,M05001,J75-P-19W,FM05001061V,INTERMEDIATE POWER,93.00,% NC,"","","","",VARIABLE,FLIGHT
F-106,M05101,J75-P-17,FM05101011F,AFTERBURNER POWER,108.00,% RPM,"","","","",FIXED,FLIGHT
F-106,M05101,J75-P-17,FM05101031V,TAKEOFF POWER,106.00,% RPM,"","","","",VARIABLE,FLIGHT
F-106,M05101,J75-P-17,FM05101051V,APPROACH POWER,93.00,% RPM,"","","","",VARIABLE,FLIGHT
F-106,M05101,J75-P-17,FM05101061V,INTERMEDIATE POWER,86.50,% RPM,"","","","",VARIABLE,FLIGHT
F-111A&E,M05201,TF30-P-3,FM05201011F,AFTERBURNER POWER,97.00,% NC,"","","","",FIXED,FLIGHT
F-111A&E,M05201,TF30-P-3,FM05201031V,TAKEOFF POWER,97.00,% NC,"","","","",VARIABLE,FLIGHT
F-111A&E,M05201,TF30-P-3,FM05201051V,APPROACH POWER,81.00,% NC,"","","","",VARIABLE,FLIGHT
F-111A&E,M05201,TF30-P-3,FM05201061V,INTERMEDIATE POWER,86.00,% NC,"","","","",VARIABLE,FLIGHT
F-111D,M05202,TF30-P-9,FM05202011F,AFTERBURNER POWER,97.00,% NC,"","","","",FIXED,FLIGHT
F-111D,M05202,TF30-P-9,FM05202031V,TAKEOFF POWER,97.00,% NC,"","","","",VARIABLE,FLIGHT
F-111D,M05202,TF30-P-9,FM05202051V,APPROACH POWER,81.00,% NC,"","","","",VARIABLE,FLIGHT
F-111D,M05202,TF30-P-9,FM05202061V,INTERMEDIATE POWER,86.00,% NC,"","","","",VARIABLE,FLIGHT
F-111F,M05203,TF30-P-100,FM05203011F,AFTERBURNER POWER,97.00,% NC,"","","","",FIXED,FLIGHT
F-111F,M05203,TF30-P-100,FM05203031V,TAKEOFF POWER,97.00,% NC,"","","","",VARIABLE,FLIGHT
F-111F,M05203,TF30-P-100,FM05203051V,APPROACH POWER,81.00,% NC,"","","","",VARIABLE,FLIGHT
F-111F,M05203,TF30-P-100,FM05203061V,INTERMEDIATE POWER,86.00,% NC,"","","","",VARIABLE,FLIGHT
FB-111A,M05204,TF30-P-7,FM05204011F,AFTERBURNER POWER,100.00,% NC,"","","","",FIXED,FLIGHT
FB-111A,M05204,TF30-P-7,FM05204031V,TAKEOFF POWER,100.00,% NC,"","","","",VARIABLE,FLIGHT
FB-111A,M05204,TF30-P-7,FM05204051V,APPROACH POWER,92.00,% NC,"","","","",VARIABLE,FLIGHT
F-117A,M05301,GE F404-F1D1,FM05301031V,TAKEOFF POWER,96.00,% RPM,"","","","",VARIABLE,FLIGHT
F-117A,M05301,GE F404-F1D1,FM05301041V,CRUISE POWER,92.00,% RPM,"","","","",VARIABLE,FLIGHT
F-117A,M05301,GE F404-F1D1,FM05301051P,APPROACH POWER,87.00,% RPM,"","","","",PARALLEL,FLIGHT
F-117A,M05301,GE F404-F1D1,FM05301131V,TRAFFIC PATTERN,84.50,% RPM,"","","","",VARIABLE,FLIGHT
KC-10A,M05401,CF6-50C2,FM05401031V,TAKEOFF POWER,110.00,% N1,866.00,C EGT,"","",VARIABLE,FLIGHT
KC-10A,M05401,CF6-50C2,FM05401051V,APPROACH POWER,79.00,% N1,604.00,C EGT,"","",VARIABLE,FLIGHT
KC-10A,M05401,CF6-50C2,FM05401061V,INTERMEDIATE POWER,90.20,% N1,695.00,C EGT,"","",VARIABLE,FLIGHT
KC-10A,M05401,CF6-50C2,FM05401131V,TRAFFIC PATTERN,60.00,% N1,478.00,C EGT,"","",VARIABLE,FLIGHT
KC-10A,M05401,CF6-50C2,FM05401141V,INTERMED POWER (MIL),100.00,% N1,780.00,C EGT,"","",VARIABLE,FLIGHT
KC-97L,M05501,R4360-59B & J47-GE,FM05501031V,TAKEOFF POWER,59.00,IN HG,2700.00,RPM,"","",VARIABLE,FLIGHT
KC-97L,M05501,R4360-59B & J47-GE,FM05501051V,APPROACH POWER,35.00,IN HG,2350.00,RPM,"","",VARIABLE,FLIGHT
KC-97L,M05501,R4360-59B & J47-GE,FM05501081P,TAKEOFF WITH JETS,59.00,IN HG,2700.00,RPM,"","",PARALLEL,FLIGHT
KC-97L,M05501,R4360-59B & J47-GE,FM05501091P,APPROACH WITH JETS,35.00,IN HG,2350.00,RPM,"","",PARALLEL,FLIGHT
OV-10A,M05601,T76-G-416/417,FM05601031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
OV-10A,M05601,T76-G-416/417,FM05601051P,APPROACH POWER,97.00,% RPM,"","","","",PARALLEL,FLIGHT
OV-10A,M05601,T76-G-416/417,FM05601061V,INTERMEDIATE POWER,97.00,% RPM,"","","","",VARIABLE,FLIGHT
P-3A,M05701,T56-A-14,FM05701031V,TAKEOFF POWER,3875.00,ESHP,"","","","",VARIABLE,FLIGHT
P-3A,M05701,T56-A-14,FM05701041V,CRUISE POWER,2000.00,ESHP,"","","","",VARIABLE,FLIGHT
P-3A,M05701,T56-A-14,FM05701051V,APPROACH POWER,900.00,ESHP,"","","","",VARIABLE,FLIGHT
P-3C,M05702,T56-A-14,FM05702031V,TAKEOFF POWER,3500.00,ESHP,"","","","",VARIABLE,FLIGHT
P-3C,M05702,T56-A-14,FM05702041V,CRUISE POWER,1200.00,ESHP,"","","","",VARIABLE,FLIGHT
P-3C,M05702,T56-A-14,FM05702051P,APPROACH POWER,1700.00,ESHP,"","","","",PARALLEL,FLIGHT
P-3C,M05702,T56-A-14,FM05702061V,INTERMEDIATE POWER,2500.00,ESHP,"","","","",VARIABLE,FLIGHT
S-3A&B,M05801,TF34-GE-400A/B,FM05801031V,TAKEOFF POWER,97.20,% NC,"","","","",VARIABLE,FLIGHT
S-3A&B,M05801,TF34-GE-400A/B,FM05801051V,APPROACH POWER,69.00,% NC,"","","","",VARIABLE,FLIGHT
SR-71,M05901,JT11D-20B(J58),FM05901011F,AFTERBURNER POWER,100.00,% NC,"","","","",FIXED,FLIGHT
SR-71,M05901,JT11D-20B(J58),FM05901031V,TAKEOFF POWER,70.00,% NC,"","","","",VARIABLE,FLIGHT
SR-71,M05901,JT11D-20B(J58),FM05901051V,APPROACH POWER,30.00,% NC,"","","","",VARIABLE,FLIGHT
T-1,M06001,JT15D-5,FM06001031V,TAKEOFF POWER,92.20,% NC,3130.00,LBS,"","",VARIABLE,FLIGHT
T-1,M06001,JT15D-5,FM06001141V,INTERMED POWER (MIL),85.50,% NC,2100.00,LBS,"","",VARIABLE,FLIGHT
T-1,M06001,JT15D-5,FM06001041V,CRUISE POWER,79.00,% NC,1500.00,LBS,"","",VARIABLE,FLIGHT
T-1,M06001,JT15D-5,FM06001051V,APPROACH POWER,61.90,% NC,670.00,LBS,"","",VARIABLE,FLIGHT
T-2C,M06101,J85-GE-4A,FM06101031V,TAKEOFF POWER,101.70,% RPM,"","","","",VARIABLE,FLIGHT
T-2C,M06101,J85-GE-4A,FM06101041V,CRUISE POWER,75.00,% RPM,"","","","",VARIABLE,FLIGHT
T-2C,M06101,J85-GE-4A,FM06101051P,APPROACH POWER,72.50,% RPM,"","","","",PARALLEL,FLIGHT
T-3 (FIREFLY),M06201,Lycoming Piston,FM06201031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
T-3 (FIREFLY),M06201,Lycoming Piston,FM06201051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
T-29,M06401,R-2800-103W,FM06401031V,TAKEOFF POWER,2800.00,RPM,60.00,IN HG,"","",VARIABLE,FLIGHT
T-29,M06401,R-2800-103W,FM06401041V,CRUISE POWER,2000.00,RPM,32.00,IN HG,"","",VARIABLE,FLIGHT
T-29,M06401,R-2800-103W,FM06401051V,APPROACH POWER,2400.00,RPM,27.00,IN HG,"","",VARIABLE,FLIGHT
T-33A,M06501,J33-A-35,FM06501031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
T-33A,M06501,J33-A-35,FM06501041V,CRUISE POWER,90.00,% RPM,"","","","",VARIABLE,FLIGHT
T-33A,M06501,J33-A-35,FM06501051V,APPROACH POWER,80.00,% RPM,"","","","",VARIABLE,FLIGHT
T-34,M06601,PT6A-25,FM06601031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
T-34,M06601,PT6A-25,FM06601051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
T-37B,M06701,J69-T-25,FM06701031V,TAKEOFF POWER,99.00,% RPM,"","","","",VARIABLE,FLIGHT
T-37B,M06701,J69-T-25,FM06701041V,CRUISE POWER,90.00,% RPM,"","","","",VARIABLE,FLIGHT
T-37B,M06701,J69-T-25,FM06701051P,APPROACH POWER,80.00,% RPM,"","","","",PARALLEL,FLIGHT
T-38A,M06801,J85-GE-5A,FM06801011F,AFTERBURNER POWER,100.00,% RPM,"","","","",FIXED,FLIGHT
T-38A,M06801,J85-GE-5A,FM06801031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
T-38A,M06801,J85-GE-5A,FM06801041V,CRUISE POWER,90.00,% RPM,"","","","",VARIABLE,FLIGHT
T-38A,M06801,J85-GE-5A,FM06801051V,APPROACH POWER,91.00,% RPM,"","","","",VARIABLE,FLIGHT
